x_tokens,y_tokens
"['comme', 'vous', 'êtes', 'grande']","['FR', 'FR', 'FR', 'FR']"
"['what', 'is', 'it', 'that', 'makes', 'you', 'think', 'that', 'way']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['tu', 'devrais', 'présenter', 'tes', 'excuses']","['FR', 'FR', 'FR', 'FR', 'FR']"
"['what', 'would', 'you', 'do', 'in', 'my', 'place']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"[""j'ai"", 'perdu', 'ma', 'femme', ""l'an"", 'dernier']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['it', 'is', 'necessary', 'for', 'you', 'to', 'go']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"[""c'est"", 'un', 'héros', 'inconnu']","['FR', 'FR', 'FR', 'FR']"
"['passé', 'le', 'gué', 'honni', 'le', 'saint']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['how', 'many', 'bags', 'do', 'you', 'have']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['you', 'ran', 'a', 'red', 'light']","['EN', 'EN', 'EN', 'EN', 'EN']"
"['amuse-toi', 'bien']","['FR', 'FR']"
"['il', 'vaut', 'mieux', 'un', 'père', 'que', 'cent', 'maîtres', ""d'école""]","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['why', ""aren't"", 'you', 'coming', 'with', 'us']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['dépêche-toi', 'ou', 'nous', 'allons', 'être', 'en', 'retard']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['everyone', 'has', 'strengths', 'and', 'weaknesses']","['EN', 'EN', 'EN', 'EN', 'EN']"
"['mes', 'chaussures', 'sont', 'trop', 'petites', ""j'en"", 'ai', 'besoin', 'de', 'nouvelles']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['nous', 'étions', 'en', 'sueur', 'à', 'cause', 'de', 'la', 'chaleur']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['fumer', 'te', 'fait', 'davantage', 'de', 'mal', 'que', 'de', 'bien']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"[""j'ai"", 'acheté', 'un', 'ticket', 'aller-retour']","['FR', 'FR', 'FR', 'FR', 'FR']"
"['il', 'ne', 'fit', 'presque', 'rien', 'durant', 'des', 'mois']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['après', 'ça', 'je', 'pars', 'mais', 'je', 'me', 'rends', 'compte', 'que', ""j'ai"", 'oublié', 'mon', 'sac', 'chez', 'eux']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['easter', 'will', 'soon', 'come', 'around']","['EN', 'EN', 'EN', 'EN', 'EN']"
"['baissez', 'les', 'mains']","['FR', 'FR', 'FR']"
"['chaque', 'chapitre', 'du', 'livre', 'de', 'cours', 'est', 'suivi', 'par', 'une', 'douzaine', 'de', 'questions', 'de', 'compréhension', 'environ']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['la', 'diplomatie', 'consiste', 'à', 'faire', 'et', 'à', 'dire', 'les', 'pires', 'choses', 'de', 'la', 'plus', 'belle', 'façon']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"[""quelqu'un"", 'veut', 'plus', 'de', 'tarte']","['FR', 'FR', 'FR', 'FR', 'FR']"
"[""it's"", 'all', 'right']","['EN', 'EN', 'EN']"
"[""it's"", 'better', 'to', 'take', 'your', 'time', 'than', 'to', 'hurry', 'and', 'make', 'mistakes']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['merci', 'pour', 'votre', 'attention']","['FR', 'FR', 'FR', 'FR']"
"['où', 'il', 'y', 'a', 'une', 'volonté', 'il', 'y', 'a', 'un', 'moyen']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['en', 'supposant', 'que', 'votre', 'histoire', 'est', 'véridique', 'que', 'devrais-je', 'faire']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['le', 'règlement', 'doit', 'être', 'respecté']","['FR', 'FR', 'FR', 'FR', 'FR']"
"['vous', 'êtes', 'là']","['FR', 'FR', 'FR']"
"['la', 'réunion', 'est', 'prévue', 'pour', '10', 'h', '00']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['was', 'it', 'rainy', 'in', 'london']","['EN', 'EN', 'EN', 'EN', 'EN']"
"['how', 'did', 'you', 'come', 'up', 'with', 'this', 'crazy', 'idea']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['can', 'you', 'drive', 'a', 'car']","['EN', 'EN', 'EN', 'EN', 'EN']"
"['vous', 'sont', 'dus', 'mille', 'yens']","['FR', 'FR', 'FR', 'FR', 'FR']"
"['tu', ""n'aurais"", 'pas', 'dû', 'faire', 'cela']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['will', 'you', 'look', 'after', 'my', 'baggage']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['you', 'will', 'know', 'the', 'truth', 'some', 'day']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['nous', 'travaillons', 'tous', 'les', 'jours', 'de', 'la', 'semaine', 'sauf', 'le', 'dimanche']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['ça', 'me', 'rend', 'dingue']","['FR', 'FR', 'FR', 'FR']"
"['tu', 'es', 'le', 'seul', 'homme', 'au', 'monde', 'que', 'je', 'puisse', 'appeler', 'mon', 'ami']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['si', 'tu', 'le', 'souhaites', 'je', ""t'apprendrai"", 'à', 'jouer', 'aux', 'échecs']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['you', 'have', 'to', 'study', 'hard', 'to', 'catch', 'up', 'with', 'your', 'class']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['i', 'prefer', 'being', 'poor', 'to', 'being', 'rich']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['is', 'there', 'anything', 'that', 'i', 'can', 'do', 'for', 'you']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['you', ""won't"", 'succeed', 'unless', 'you', 'work', 'hard']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['is', 'anything', 'up']","['EN', 'EN', 'EN']"
"['no', 'one', 'is', 'too', 'old', 'to', 'learn']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['hang', 'your', 'coat', 'on', 'the', 'hook']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['you', 'can', 'go', 'if', 'you', 'want', 'to']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['il', 'y', 'a', 'des', 'jours', 'où', ""j'ai"", ""l'impression"", 'que', 'mon', 'cerveau', 'veut', ""m'abandonner""]","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['the', 'bank', 'loaned', 'the', 'company', 'million']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"[""j'aime"", 'ta', 'façon', 'de', 'sourire']","['FR', 'FR', 'FR', 'FR', 'FR']"
"['all', 'you', 'have', 'to', 'do', 'is', 'to', 'wait']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['vous', 'devez', 'cesser', 'de', 'fumer']","['FR', 'FR', 'FR', 'FR', 'FR']"
"['he', ""didn't"", 'say', 'a', 'word']","['EN', 'EN', 'EN', 'EN', 'EN']"
"['you', 'can', 'stay', 'with', 'us', 'for', 'the', 'time', 'being']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['those', 'who', 'were', 'present', 'were', 'disappointed', 'at', 'the', 'report']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['you', ""won't"", 'make', 'mistakes']","['EN', 'EN', 'EN', 'EN']"
"['unsure', 'of', 'which', 'suitor', 'she', 'wanted', 'to', 'marry', 'the', 'princess', 'vacillated', 'saying', 'now', 'one', 'now', 'the', 'other']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['les', 'progrès', 'de', 'la', 'science', 'ne', 'profitent', 'pas', 'toujours', 'au', 'genre', 'humain']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['what', 'time', 'and', 'where', 'could', 'we', 'meet']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['it', 'is', 'considered', 'impossible', 'to', 'travel', 'back', 'to', 'the', 'past']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['voudriez-vous', 'davantage', 'de', 'biscuits']","['FR', 'FR', 'FR', 'FR']"
"['as-tu', 'des', 'crayons']","['FR', 'FR', 'FR']"
"[""s'il"", 'vous', 'plaît', 'baissez', 'un', 'peu', 'le', 'volume']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['si', 'seulement', 'nous', 'avions', 'un', 'jardin']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['nothing', 'is', 'as', 'precious', 'as', 'friendship']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['yoko', 'a', 'traduit', 'quelques', 'poèmes', 'du', 'japonais', 'vers', ""l'anglais""]","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['tous', 'les', 'étudiants', 'ont', 'un', 'libre', 'accès', 'à', 'la', 'bibliothèque']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['le', 'désespoir', 'nous', 'a', 'mené', 'à', 'cette', 'solution', 'mais', 'le', 'livre', ""s'est"", 'bien', 'vendu']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['if', 'i', ""don't"", 'do', 'it', 'now', 'i', 'never', 'will']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['if', 'you', ""don't"", 'study', 'hard', ""you'll"", 'continue', 'to', 'get', 'poor', 'scores']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['what', 'did', 'you', 'answer']","['EN', 'EN', 'EN', 'EN']"
"['look', 'at', 'the', 'house', 'with', 'the', 'red', 'roof']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['il', 'y', 'a', 'lieu', 'de', 'souligner', 'que', 'nous', 'sommes', 'souvent', 'inconsciemment', 'influencés', 'par', 'la', 'publicité']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['english', 'is', 'studied', 'all', 'over', 'the', 'world']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['if', 'i', 'had', 'had', 'more', 'time', 'i', 'would', 'have', 'written', 'to', 'you']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['correct', 'the', 'underlined', 'words']","['EN', 'EN', 'EN', 'EN']"
"['vous', 'avez', 'toujours', 'quelque', 'chose', 'à', 'me', 'reprocher']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['if', 'i', 'happen', 'to', 'end', 'up', 'going', 'abroad', ""i'd"", 'probably', 'go', 'for', 'france']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"[""j'ai"", 'trouvé', 'exactement', 'ce', 'que', 'tu', 'cherchais']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['it', 'makes', 'no', 'difference', 'whether', 'you', 'agree', 'or', 'not']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['how', 'to', 'overcome', 'the', 'high', 'value', 'of', 'the', 'yen', 'is', 'a', 'big', 'problem']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['ce', 'qui', 'vous', 'paraît', 'simple', ""m'apparaît"", 'compliqué']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['stay', 'out', 'of', 'the', 'rain']","['EN', 'EN', 'EN', 'EN', 'EN']"
"['ma', 'maison', 'est', 'seulement', 'à', 'un', 'mille', ""d'ici""]","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['mon', 'prof', 'de', 'physique', ""s'en"", 'fiche', 'si', 'je', 'sèche', 'les', 'cours']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['last', 'call']","['EN', 'EN']"
"['beef', 'is', 'expensive', 'nowadays']","['EN', 'EN', 'EN', 'EN']"
"[""i'll"", 'do', 'it', 'if', 'you', 'insist']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['i', 'admire', 'you', 'for', 'your', 'courage']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['ma', 'maison', 'se', 'tient', 'sur', 'une', 'colline']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['we', 'stood', 'at', 'the', 'door', 'and', 'waited']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['not', 'a', 'star', 'was', 'to', 'be', 'seen', 'in', 'the', 'sky']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['quel', 'gâchis', ""d'énergie""]","['FR', 'FR', 'FR']"
"['last', 'call']","['EN', 'EN']"
"['if', 'you', ""don't"", 'have', 'anything', 'to', 'do', 'look', 'at', 'the', 'ceiling', 'of', 'your', 'room']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['prepare', 'yourself', 'for', 'the', 'day', 'when', 'robots', 'are', 'at', 'your', 'side']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['the', 'point', 'of', 'the', 'pencil', 'has', 'become', 'dull']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['are', 'your', 'hands', 'clean']","['EN', 'EN', 'EN', 'EN']"
"['the', 'hills', 'are', 'bathed', 'in', 'sunlight']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['diligence', 'is', 'the', 'mother', 'of', 'good', 'fortune']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['we', 'can', 'travel', 'through', 'time', 'and', 'we', 'do', 'at', 'the', 'remarkable', 'rate', 'of', 'one', 'second', 'per', 'second']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['vous', 'feriez', 'mieux', 'de', 'lui', 'dire', 'la', 'vérité']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"[""s'ils"", ""m'acceptent"", 'à', ""l'université"", 'je', 'crois', 'que', 'je', 'vais', ""m'inscrire"", 'en', 'économie']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['tous', 'les', 'membres', 'du', 'comité', 'se', 'haïssent', ""l'un"", ""l'autre""]","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['it', 'has', 'been', 'raining', 'on', 'and', 'off', 'since', 'the', 'day', 'before', 'yesterday']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['tu', 'étudies', ""l'anglais""]","['FR', 'FR', 'FR']"
"['je', 'veux', 'chanter', 'une', 'chanson']","['FR', 'FR', 'FR', 'FR', 'FR']"
"['your', 'idea', 'differs', 'entirely', 'from', 'mine']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['the', 'radio', 'gave', 'place', 'to', 'television']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"[""c'est"", 'impressionnant', 'la', 'taille', 'de', 'sa', 'tête']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"[""j'en"", 'ai', 'vu', 'un', 'plusieurs', 'fois']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"[""l'aigle"", 'est', 'le', 'roi', 'des', 'oiseaux']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['democracy', 'is', 'the', 'worst', 'form', 'of', 'government', 'except', 'all', 'the', 'others', 'that', 'have', 'been', 'tried']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['you', 'opened', 'up', 'my', 'eyes', 'to', 'what', ""it's"", 'like', 'when', 'everything', 'is', 'right']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['as-tu', 'des', 'médicaments', 'contre', 'la', 'toux']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['je', 'suis', 'à', 'court', ""d'idées""]","['FR', 'FR', 'FR', 'FR', 'FR']"
"['fantasy', 'is', 'often', 'the', 'mother', 'of', 'art']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['you', 'are', 'beautiful']","['EN', 'EN', 'EN']"
"['while', 'in', 'europe', 'she', 'visited', 'rome']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['we', 'arrived', 'first']","['EN', 'EN', 'EN']"
"['you', 'are', 'lying']","['EN', 'EN', 'EN']"
"['exercise', 'makes', 'your', 'body', 'strong']","['EN', 'EN', 'EN', 'EN', 'EN']"
"['i', 'admire', 'your', 'courage']","['EN', 'EN', 'EN', 'EN']"
"['non', 'non', 'et', 'non']","['FR', 'FR', 'FR', 'FR']"
"['faites', 'comme', 'il', 'vous', 'plaira']","['FR', 'FR', 'FR', 'FR', 'FR']"
"['i', 'heard', 'it', 'thunder', 'in', 'the', 'distance']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['jouons', 'à', 'des', 'jeux', 'vidéo', 'pour', 'passer', 'le', 'temps']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['le', 'docteur', 'lui', 'a', 'conseillé', ""d'arrêter"", 'de', 'travailler', 'autant']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['une', 'bonne', 'idée', 'me', 'traversa', ""l'esprit""]","['FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['les', 'pirates', 'ont', 'enfoui', 'leur', 'trésor', 'sous', 'terre']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['his', 'students', 'adored', 'him']","['EN', 'EN', 'EN', 'EN']"
"[""j'aurais"", 'pas', 'imaginé', ""qu'un"", 'jour', ""j'irais"", 'chercher', 'viagra', 'dans', 'wikipédia']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['vous', 'avez', 'fait', 'tomber', 'votre', 'crayon']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['neptune', 'est', 'la', 'huitième', 'planète', 'du', 'système', 'solaire']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['nous', 'nous', 'sommes', 'accordés', 'entre', 'nous']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['we', 'left', 'the', 'final', 'decision', 'to', 'him']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['veuillez', 'y', 'faire', 'quelque', 'chose', 'je', 'vous', 'prie']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['il', 'faut', 'se', 'brosser', 'les', 'dents', 'au', 'moins', 'deux', 'fois', 'par', 'jour']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['aimes-tu', 'nager']","['FR', 'FR']"
"['je', 'serais', 'ravi', 'de', 'te', 'rendre', 'service']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['je', 'ne', 'peux', 'alors', 'pas', 'me', 'figurer', 'que', 'vous', 'ne', ""l'ayez"", 'pas', 'rencontré']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['do', 'you', 'speak', 'italian']","['EN', 'EN', 'EN', 'EN']"
"['certains', 'adverbes', 'anglais', 'fonctionnent', 'comme', 'des', 'adjectifs']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['good', 'morning', 'said', 'tom', 'with', 'a', 'smile']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['il', ""n'était"", 'pas', 'chez', 'lui', 'comme', ""c'est"", 'souvent', 'le', 'cas', 'avec', 'lui']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['the', 'king', 'subjected', 'all', 'the', 'tribes', 'to', 'his', 'rule']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['i', ""won't"", 'lower', 'myself', 'to', 'his', 'level']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['si', 'je', 'voulais', 'te', 'faire', 'peur', 'je', 'te', 'raconterais', 'ce', 'dont', ""j'ai"", 'rêvé', 'il', 'y', 'a', 'quelques', 'semaines']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"[""j'aimerais"", 'bien', 'pouvoir', 'aller', 'au', 'japon']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['quoi', ""qu'il"", 'advienne', ""j'y"", 'suis', 'préparé']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['pouvez-vous', 'traverser', 'la', 'rivière', 'à', 'la', 'nage']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['que', 'ferais-tu', 'à', 'ma', 'place']","['FR', 'FR', 'FR', 'FR', 'FR']"
"['ta', 'mère', 'a', 'fait', 'de', 'toi', 'ce', 'que', 'tu', 'es']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['may', 'i', 'have', 'your', 'attention', 'please']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['what', 'woke', 'you', 'up']","['EN', 'EN', 'EN', 'EN']"
"['tu', 'peux', 'aller', 'où', 'ça', 'te', 'plaît']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['te', 'rappelles-tu', ""m'avoir"", 'vu', 'auparavant']","['FR', 'FR', 'FR', 'FR', 'FR']"
"[""c'est"", 'ce', 'que', ""j'étais"", 'en', 'train', 'de', 'chercher', ""s'exclama-t-il""]","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['qui', 'est', 'votre', 'enseignant']","['FR', 'FR', 'FR', 'FR']"
"['what', 'time', 'can', 'i', 'be', 'there']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['i', 'am', 'losing', 'my', 'patience', 'with', 'you']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['un', 'poisson', 'peut', 'nager']","['FR', 'FR', 'FR', 'FR']"
"[""i'm"", 'looking', 'forward', 'to', 'seeing', 'you', 'soon']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['ton', 'idée', 'mérite', 'vraiment', 'réflexion']","['FR', 'FR', 'FR', 'FR', 'FR']"
"['on', 'parle', ""l'anglais"", 'dans', 'de', 'nombreux', 'pays']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['may', 'i', 'ask', 'you', 'to', 'do', 'me', 'a', 'favor']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['nous', 'avons', 'escaladé', 'la', 'montagne', 'non', 'sans', 'difficulté']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"[""j'admire"", 'ton', 'courage']","['FR', 'FR', 'FR']"
"['i', 'have', 'nothing', 'further', 'to', 'say']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"[""i've"", 'already', 'finished', 'my', 'work']","['EN', 'EN', 'EN', 'EN', 'EN']"
"['i', 'will', 'have', 'left', 'here', 'before', 'you', 'return']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"[""l'école"", 'commence', 'lundi', 'prochain']","['FR', 'FR', 'FR', 'FR']"
"['ce', 'serait', 'quelque', 'chose', ""qu'il"", 'faudrait', 'que', 'je', 'programme']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['if', 'she', 'visits', 'france', 'again', 'she', 'will', 'have', 'been', 'there', 'three', 'times']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"[""there's"", 'only', 'a', 'little', 'milk', 'left']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['les', 'dons', ""d'entreprises"", 'aux', 'organisations', 'politiques', 'sont', 'placés', 'sous', 'haute', 'surveillance']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['tu', 'dois', 'commencer', 'immédiatement']","['FR', 'FR', 'FR', 'FR']"
"['my', 'joints', 'ache', 'when', 'it', 'gets', 'cold']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['je', 'suis', 'fauché']","['FR', 'FR', 'FR']"
"['on', 'vous', 'a', 'bien', 'promenés']","['FR', 'FR', 'FR', 'FR', 'FR']"
